Question,Answer
Will ShockSuit fit into a charger like an IHome without removing the case? I want the bottom ports accessible.,"No it will not. However the case come in 2 pieces.. If you just remove the outer shock suit, it will fit. You can't beat it for the price."
will this case fit an iphone 5s?,Absolutely. Have it on my 5S and love it!
i recently purchased this case for my iphone 5s and the right side sticks out could my screen protector be causing this?,I don't think the screen protector will be the cause. Mine does the same but doesn't bother me
Will this case fit an iPhone 5c?,I bought this case when I had my I phone 5. Tried the case on the 5c and didn't fit. This case does fit the 5s and that's what i upgraded to.
What is the best way to prevent air bubbles? Any suggestions?,"This phone case doesn't cause air bubbles. I don't use a screen protector, I just place my iPhone 5 in this case which comes with a plastic screen cover already built into the case."
does the shock suit slide in and out of pockets easily?,Very easily no hangups at all. And comes with a built in screen protector.
How much grip do the back and sides of the case have? Are they rubberized or do they have more of a smooth/slick (i.e. not much grip) feel to them?,"The majority of the case is rubber, the only hard plastic is the white portion that is shown in the picture. With that said, the case does not grip the phone well, it was a little to big for my phone and it felt as though the phone would rattle around in the case. I do not believe the case was loose enough to fall off but if you are looking for protection for your phone this would not be my first choice."
Is this the great case for s3 or s4?,"I've owned multiple cases for my S3 since purchasing it, and this is the only one which I could recommend. I wouldn't buy any other at any price. It has fully protected the phone on sever drops. It is far superior to the otterbox cases, as I have been through 2 of them."
"You said the buttons and ports are covered, what does that mean? Is there no cut-outs on the case for the buttons and ports to connect to?",There are cut outs. They are only partially covered and absolutely functional. This case is my favorite! I hope this helps.
"Does this trickle charge once battery gets full, or does it make the phone repeatedly cycle between charging and discharging w/ screen coming back on?","There was an issue with the device and it has been addressed. If you purchased it with the issue, all you have to do is call customer support and they will send you a replacement. I was one of the original backers of the project and they just sent me a new replacement (they finally fixed it). It works great now. No more waking me up at night"
why so expensive?,Worth every penny. I love this charger no messing with cables at night. If I need to use my phone I just put it rack back the charger and no worries.
Does it work with Samsung Galaxy S5?,"As everyone has mentioned, yes, but you need the wireless battery cover. I order this one: Samsung Wireless Charging Cover for Samsung Galaxy S5 (http://www.amazon.com/gp/product/B00ITI24EK/ref=oh_aui_search_detailpage?ie=UTF8&psc=1)"
Is it 110-220v input?,"Labeled 100-240V 50-60Hz and .3 amp the blades are the typical 110-120v US congfiuration. Repeating, the output is 12 v @ .75 amp - explaining the non-USB power cord."
